country,city,village,number,name,address,administration,latitude,longitude,grade,type2,type,exec,diaper
10016,10016060,中和村,X060000031,七美鄉立圖書館男廁,澎湖縣七美鄉中和村,縣市政府,23.20664073,119.4310856,特優級,文化育樂活動場所,男廁所,七美鄉公所,0
10016,10016060,中和村,X060000030,七美鄉立圖書館女廁,澎湖縣七美鄉中和村,縣市政府,23.20616741,119.4313431,特優級,文化育樂活動場所,女廁所,七美鄉公所,0
10016,10016020,龍門村,X020000125,龍門後灣濱海公園殘障廁,湖西鄉龍門村,交通部,23.56502955,119.6822691,特優級,觀光地區及風景區,無障礙廁所,澎湖國家風景區管理處,0
10016,10016010,西文里,X010000397,生活博物館一樓女廁,澎湖縣馬公市西文里新生路327號,縣市政府,23.5670947,119.5794654,特優級,文化育樂活動場所,女廁所,澎湖縣政府文化局博物館科,0
10016,10016010,西文里,X010000396,生活博物館一樓男廁,澎湖縣馬公市西文里新生路327號,縣市政府,23.5671537,119.5795512,特優級,文化育樂活動場所,男廁所,澎湖縣政府文化局博物館科,0
10016,10016010,西文里,X010000395,生活博物館B1女廁,澎湖縣馬公市西文里新生路327號,縣市政府,23.56707503,119.5795083,特優級,文化育樂活動場所,女廁所,澎湖縣政府文化局博物館科,0
10016,10016010,西文里,X010000394,生活博物館B1男廁,澎湖縣馬公市西文里新生路327號,縣市政府,23.56710453,119.5794117,特優級,文化育樂活動場所,男廁所,澎湖縣政府文化局博物館科,0
10016,10016060,南港村,X060000015,七美人塚無障礙廁,澎湖縣七美鄉南港村,交通部,23.19228269,119.4269657,特優級,觀光地區及風景區,無障礙廁所,澎湖國家風景區管理處,0
10016,10016010,菜園里,X010000474,菜園候船室無障礙公廁,澎湖縣馬公市菜園里,交通部,23.55174543,119.598788,特優級,,無障礙廁所,澎湖國家風景區管理處,0
10016,10016010,中興里,X010000088,澎湖縣政府第3棟辦公大樓4樓男廁,澎湖縣馬公市中興里治平路32號,縣市政府,23.57035954,119.5665264,特優級,,男廁所,澎湖縣政府,0
10016,10016010,中興里,X010000087,澎湖縣政府第3棟辦公大樓3樓女廁,澎湖縣馬公市中興里治平路32號,縣市政府,23.57043821,119.5665264,特優級,,女廁所,澎湖縣政府,0
10016,10016010,中興里,X010000086,澎湖縣政府第3棟辦公大樓3樓男廁,澎湖縣馬公市中興里治平路32號,縣市政府,23.57039887,119.5664406,特優級,,男廁所,澎湖縣政府,0
10016,10016010,中興里,X010000085,澎湖縣政府第3棟辦公大樓2樓女廁,澎湖縣馬公市中興里治平路32號,縣市政府,23.57035954,119.5664513,特優級,,女廁所,澎湖縣政府,0
10016,10016010,中興里,X010000084,澎湖縣政府第3棟辦公大樓2樓男廁,澎湖縣馬公市中興里治平路32號,縣市政府,23.57033987,119.5664942,特優級,,男廁所,澎湖縣政府,0
10016,10016010,嵵裡里,X010000526,嵵裡海水域場女廁,澎湖縣馬公市嵵裡里160號,縣市政府,23.52547566,119.5682135,優等級,民眾洽公場所,女廁所,馬公市公所,0
10016,10016010,嵵裡里,X010000525,嵵裡海水域場男廁,澎湖縣馬公市嵵裡里160號,縣市政府,23.52544369,119.5682886,優等級,民眾洽公場所,男廁所,馬公市公所,0
10016,10016010,中興里,X010000083,澎湖縣政府第3棟辦公大樓1樓女廁,澎湖縣馬公市中興里治平路32號,縣市政府,23.57036937,119.5665479,特優級,,女廁所,澎湖縣政府,0
