country,city,village,number,name,address,administration,latitude,longitude,grade,type2,type,exec,diaper
68000,68000070,公西里,H070000090,長庚紀念醫院林口分院復健大樓2F復健一梯(CR0206)女廁,"桃園市龜山區復興街 5 號",縣市政府,25.06111,121.3675332,特優級,,女廁所,長庚紀念醫院(林口總院),0
68000,68000050,錦中里,H050000086,台茂7F電梯左側無障礙廁所,桃園市蘆竹區南崁路一段112號,歡影城股份有限公司,25.051857,121.288183,特優級,商業營業場所,無障礙廁所,歡影城股份有限公司,0
68000,68000050,錦中里,H050000085,台茂7F電梯左側男廁,桃園市蘆竹區南崁路一段112號,歡影城股份有限公司,25.051857,121.288183,特優級,商業營業場所,男廁所,歡影城股份有限公司,0
68000,68000050,錦中里,H050000083,"台茂6F 3號廁所女廁",桃園市蘆竹區南崁路一段112號,台茂商場經營管理顧問有限公司,25.051857,121.288183,特優級,商業營業場所,女廁所,台茂商場經營管理顧問有限公司,0
68000,68000050,錦中里,H050000082,"台茂6F 3號廁所男廁",桃園市蘆竹區南崁路一段112號,台茂商場經營管理顧問有限公司,25.051857,121.288183,特優級,商業營業場所,男廁所,台茂商場經營管理顧問有限公司,0
68000,68000050,錦中里,H050000081,"台茂6F 2號廁所女廁",桃園市蘆竹區南崁路一段112號,台茂商場經營管理顧問有限公司,25.051857,121.288183,特優級,商業營業場所,女廁所,台茂商場經營管理顧問有限公司,0
68000,68000050,錦中里,H050000080,"台茂6F 2號廁所男廁",桃園市蘆竹區南崁路一段112號,台茂商場經營管理顧問有限公司,25.051857,121.288183,特優級,商業營業場所,男廁所,台茂商場經營管理顧問有限公司,0
68000,68000050,錦中里,H050000079,"台茂5F 4號廁所女廁",桃園市蘆竹區南崁路一段112號,台茂商場經營管理顧問有限公司,25.051857,121.288183,特優級,商業營業場所,女廁所,台茂商場經營管理顧問有限公司,0
68000,68000050,錦中里,H050000078,"台茂5F 4號廁所男廁",桃園市蘆竹區南崁路一段112號,台茂商場經營管理顧問有限公司,25.051857,121.288183,特優級,商業營業場所,男廁所,台茂商場經營管理顧問有限公司,0
68000,68000050,錦中里,H050000077,"台茂5F 3號廁所女廁",桃園市蘆竹區南崁路一段112號,台茂商場經營管理顧問有限公司,25.0537845,121.2885269,特優級,商業營業場所,女廁所,台茂商場經營管理顧問有限公司,0
68000,68000010,大豐里,H010000930,桃園婦女館(3樓辦公室)女廁,桃園市桃園區延平路,縣市政府,24.982348,121.314597,特優級,民眾洽公場所,女廁所,桃園市政府文化局桃園婦女館,1
68000,68000010,大豐里,H010000929,桃園婦女館(3樓辦公室)男廁,桃園市桃園區延平路,縣市政府,24.982348,121.314597,特優級,民眾洽公場所,男廁所,桃園市政府文化局桃園婦女館,0
68000,68000010,大豐里,H010000927,桃園婦女館(2樓辦公室)女廁,桃園市桃園區延平路,縣市政府,24.982348,121.314597,特優級,民眾洽公場所,女廁所,桃園市政府文化局桃園婦女館,1
68000,68000010,大豐里,H010000926,桃園婦女館(2樓辦公室)男廁,桃園市桃園區延平路,縣市政府,24.982348,121.314597,特優級,民眾洽公場所,男廁所,桃園市政府文化局桃園婦女館,0
68000,68000080,大發里,H080000110,八德區青少年活動中心無障礙廁所,桃園市八德區大發里興豐路2207號,桃園市八德區公所,24.953479,121.325365,特優級,社福機構、集會場所,無障礙廁所,桃園市八德區公所民政課,0
68000,68000080,大發里,H080000109,八德區青少年活動中心女廁,桃園市八德區大發里興豐路2207號,桃園市八德區公所,24.953479,121.325365,特優級,社福機構、集會場所,女廁所,桃園市八德區公所民政課,0
68000,68000080,大發里,H080000108,八德區青少年活動中心男廁,桃園市八德區大發里興豐路2207號,桃園市八德區公所,24.953479,121.325365,特優級,社福機構、集會場所,男廁所,桃園市八德區公所民政課,0
68000,68000010,龍安里,H010001144,桃園區台亞石油文中加油站女廁,桃園市桃園區文中路,台亞石油(股)公司,24.99370871,121.2761879,特優級,商業營業場所,女廁所,台亞石油(股)公司,0
68000,68000010,龍安里,H010001143,桃園區台亞石油文中加油站男廁,桃園市桃園區文中路,台亞石油(股)公司,24.99398099,121.2767029,特優級,商業營業場所,男廁所,台亞石油(股)公司,0
68000,68000130,澤仁里,H130000058,復興仁愛停車場女廁,桃園市復興區澤仁里仁愛路,桃園市復興區公所,24.81809581,121.3520097,特優級,交通,女廁所,桃園市復興區公所工務課,0
68000,68000130,澤仁里,H130000057,復興仁愛停車場男廁,桃園市復興區澤仁里仁愛路,復興區公所,24.81811252,121.3520105,特優級,交通,男廁所,桃園市復興區公所工務課,0
68000,68000020,龍昌里,H020001025,永福羅漢松公園親子廁,中壢區中山東路四段與龍福二路,桃園市中壢區公所,24.93652973,121.253939,特優級,公園,親子廁所,桃園市中壢區公所公園路燈管理課,0
68000,68000020,龍昌里,H020001024,永福羅漢松公園無障礙廁,中壢區中山東路四段與龍福二路,桃園市中壢區公所,24.93652973,121.253939,特優級,公園,無障礙廁所,桃園市中壢區公所公園路燈管理課,0
68000,68000020,龍昌里,H020001023,永福羅漢松公園性別友善廁,中壢區中山東路四段與龍福二路,桃園市中壢區公所,24.93652973,121.253939,特優級,公園,性別友善廁所,桃園市中壢區公所公園路燈管理課,0
68000,68000020,龍昌里,H020001022,永福羅漢松公園混合廁,中壢區中山東路四段與龍福二路,桃園市中壢區公所,24.93652973,121.253939,特優級,公園,混合廁所,桃園市中壢區公所公園路燈管理課,0
68000,68000010,大興里,H010000967,桃園區春日加油站無障礙廁所,桃園市桃園區春日路971號,縣市政府,25.010369,121.310394,特優級,,無障礙廁所,台灣中油股份有限公司直營店-春日路站,0
68000,68000060,埔心里,H060000137,台灣中油桃園機場第三加油站-無障礙廁所,桃園市大園區埔心里航勤南路2號,經濟部,25.089366,121.249392,特優級,,無障礙廁所,台灣中油股份有限公司直營店-桃園機場第三站,0
68000,68000080,大智里,H080000222,八德區社福親子館2F無障礙廁所,桃園市八德區大智里福國北街220號,婦幼發展局,24.96459094,121.2976726,特優級,社福機構、集會場所,無障礙廁所,桃園市八德親子館,0
